@relation letter-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N16-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
15.588457,6.928203,20.78461,29.444864,-27.712813,5.196152,-15.588457,5.196152,-5.196152,-38.105118,15.588457,-8.660254,13.856406,36.373067,-39.837169,1.732051,T
38.105118,-8.660254,32.908965,32.908965,-41.569219,-15.588457,-13.856406,10.392305,-8.660254,-45.033321,13.856406,-41.569219,15.588457,38.105118,-32.908965,3.464102,N
41.569219,17.320508,24.248711,31.176915,-38.105118,12.124356,-20.78461,8.660254,-17.320508,-36.373067,17.320508,-8.660254,20.78461,38.105118,-27.712813,8.660254,Z
22.51666,10.392305,32.908965,38.105118,-39.837169,5.196152,-19.052559,8.660254,-8.660254,-46.765372,19.052559,-13.856406,12.124356,39.837169,-39.837169,5.196152,V
50.229473,-6.928203,31.176915,38.105118,-51.961524,-5.196152,-22.51666,13.856406,-13.856406,-58.889727,10.392305,-45.033321,10.392305,29.444864,-34.641016,5.196152,H
45.033321,1.732051,25.980762,38.105118,-41.569219,-1.732051,-17.320508,13.856406,-6.928203,-43.30127,15.588457,-25.980762,15.588457,31.176915,-36.373067,3.464102,Q
34.641016,19.052559,25.980762,39.837169,-48.497423,19.052559,-24.248711,8.660254,-12.124356,-43.30127,6.928203,-12.124356,15.588457,45.033321,-41.569219,5.196152,E
24.248711,5.196152,20.78461,34.641016,-29.444864,6.928203,-15.588457,3.464102,-1.732051,-22.51666,3.464102,-6.928203,15.588457,31.176915,-36.373067,3.464102,E
48.497423,15.588457,27.712813,41.569219,-57.157677,20.78461,-25.980762,12.124356,-19.052559,-48.497423,8.660254,-22.51666,13.856406,25.980762,-24.248711,12.124356,R
17.320508,15.588457,13.856406,31.176915,-38.105118,25.980762,-29.444864,10.392305,-17.320508,-38.105118,-1.732051,-8.660254,15.588457,38.105118,-50.229473,1.732051,I
10.392305,6.928203,19.052559,36.373067,-24.248711,15.588457,-19.052559,1.732051,-3.464102,-13.856406,-8.660254,0,19.052559,31.176915,-43.30127,1.732051,L
45.033321,27.712813,19.052559,48.497423,-58.889727,34.641016,-36.373067,13.856406,-24.248711,-50.229473,3.464102,-8.660254,19.052559,36.373067,-41.569219,10.392305,Z
24.248711,3.464102,41.569219,38.105118,-36.373067,1.732051,-22.51666,6.928203,-20.78461,-50.229473,8.660254,-25.980762,15.588457,29.444864,-38.105118,5.196152,W
29.444864,10.392305,25.980762,43.30127,-46.765372,36.373067,-29.444864,8.660254,-17.320508,-38.105118,-8.660254,-19.052559,20.78461,27.712813,-38.105118,5.196152,A
20.78461,8.660254,27.712813,38.105118,-31.176915,20.78461,-22.51666,5.196152,-10.392305,-22.51666,-6.928203,-6.928203,25.980762,27.712813,-39.837169,3.464102,A
31.176915,13.856406,38.105118,38.105118,-43.30127,8.660254,-31.176915,10.392305,-32.908965,-58.889727,12.124356,-22.51666,5.196152,32.908965,-39.837169,8.660254,W
34.641016,12.124356,29.444864,41.569219,-46.765372,13.856406,-32.908965,12.124356,-31.176915,-60.621778,8.660254,-25.980762,10.392305,27.712813,-38.105118,6.928203,N
45.033321,17.320508,24.248711,34.641016,-41.569219,6.928203,-20.78461,10.392305,-17.320508,-39.837169,19.052559,-12.124356,20.78461,43.30127,-31.176915,8.660254,Z
50.229473,6.928203,17.320508,36.373067,-43.30127,8.660254,-19.052559,12.124356,-5.196152,-32.908965,13.856406,-15.588457,13.856406,29.444864,-31.176915,6.928203,B
25.980762,20.78461,13.856406,31.176915,-46.765372,31.176915,-32.908965,13.856406,-20.78461,-46.765372,5.196152,-10.392305,19.052559,41.569219,-48.497423,3.464102,I
39.837169,-13.856406,36.373067,36.373067,-36.373067,-8.660254,-20.78461,10.392305,-20.78461,-50.229473,10.392305,-45.033321,6.928203,19.052559,-31.176915,5.196152,M
34.641016,15.588457,25.980762,32.908965,-48.497423,8.660254,-31.176915,13.856406,-24.248711,-62.353829,12.124356,-20.78461,1.732051,38.105118,-46.765372,5.196152,Y
34.641016,17.320508,20.78461,39.837169,-45.033321,27.712813,-34.641016,8.660254,-27.712813,-45.033321,0,-13.856406,22.51666,34.641016,-41.569219,6.928203,X
31.176915,17.320508,20.78461,41.569219,-43.30127,19.052559,-31.176915,10.392305,-24.248711,-51.961524,6.928203,-12.124356,8.660254,27.712813,-39.837169,6.928203,X
22.51666,8.660254,24.248711,32.908965,-25.980762,13.856406,-20.78461,5.196152,-13.856406,-24.248711,-3.464102,-6.928203,20.78461,22.51666,-32.908965,3.464102,A
31.176915,10.392305,29.444864,31.176915,-41.569219,13.856406,-27.712813,6.928203,-19.052559,-50.229473,6.928203,-19.052559,15.588457,38.105118,-43.30127,3.464102,V
29.444864,15.588457,20.78461,43.30127,-41.569219,22.51666,-31.176915,8.660254,-22.51666,-45.033321,3.464102,-10.392305,13.856406,27.712813,-39.837169,6.928203,X
45.033321,24.248711,8.660254,31.176915,-46.765372,24.248711,-32.908965,13.856406,-27.712813,-57.157677,10.392305,-10.392305,8.660254,25.980762,-34.641016,6.928203,Z
32.908965,1.732051,13.856406,29.444864,-34.641016,12.124356,-20.78461,6.928203,-12.124356,-31.176915,6.928203,-17.320508,15.588457,24.248711,-27.712813,6.928203,D
19.052559,1.732051,15.588457,34.641016,-25.980762,25.980762,-27.712813,6.928203,-17.320508,-22.51666,-3.464102,-10.392305,20.78461,25.980762,-43.30127,3.464102,J
48.497423,19.052559,24.248711,36.373067,-51.961524,6.928203,-20.78461,13.856406,-12.124356,-46.765372,13.856406,-15.588457,13.856406,38.105118,-32.908965,8.660254,S
45.033321,6.928203,22.51666,38.105118,-48.497423,15.588457,-29.444864,10.392305,-22.51666,-50.229473,10.392305,-25.980762,15.588457,27.712813,-31.176915,8.660254,D
41.569219,6.928203,20.78461,39.837169,-41.569219,1.732051,-22.51666,10.392305,-13.856406,-43.30127,6.928203,-22.51666,20.78461,34.641016,-38.105118,3.464102,O
27.712813,17.320508,17.320508,27.712813,-39.837169,25.980762,-20.78461,8.660254,-13.856406,-34.641016,3.464102,-8.660254,20.78461,25.980762,-27.712813,6.928203,J
24.248711,1.732051,24.248711,36.373067,-25.980762,0,-15.588457,1.732051,-3.464102,-22.51666,3.464102,-8.660254,17.320508,32.908965,-38.105118,3.464102,G
24.248711,-17.320508,29.444864,31.176915,-17.320508,-12.124356,-15.588457,1.732051,-6.928203,-32.908965,0,-25.980762,10.392305,19.052559,-43.30127,0,U
31.176915,15.588457,22.51666,38.105118,-46.765372,27.712813,-27.712813,12.124356,-17.320508,-38.105118,-1.732051,-15.588457,25.980762,34.641016,-39.837169,5.196152,A
50.229473,-3.464102,36.373067,41.569219,-53.693575,-5.196152,-25.980762,13.856406,-27.712813,-72.746134,13.856406,-51.961524,5.196152,24.248711,-29.444864,6.928203,M
22.51666,5.196152,41.569219,32.908965,-31.176915,-1.732051,-25.980762,5.196152,-27.712813,-45.033321,8.660254,-20.78461,12.124356,34.641016,-41.569219,6.928203,W
24.248711,5.196152,29.444864,41.569219,-32.908965,12.124356,-25.980762,5.196152,-22.51666,-43.30127,0,-19.052559,6.928203,17.320508,-34.641016,5.196152,M
45.033321,27.712813,24.248711,22.51666,-38.105118,10.392305,-24.248711,10.392305,-27.712813,-39.837169,12.124356,-1.732051,12.124356,31.176915,-25.980762,12.124356,S
43.30127,15.588457,19.052559,34.641016,-46.765372,17.320508,-25.980762,10.392305,-17.320508,-41.569219,6.928203,-13.856406,15.588457,29.444864,-31.176915,8.660254,B
19.052559,15.588457,13.856406,31.176915,-39.837169,27.712813,-29.444864,10.392305,-17.320508,-39.837169,3.464102,-8.660254,12.124356,36.373067,-45.033321,3.464102,I
36.373067,8.660254,19.052559,39.837169,-41.569219,12.124356,-32.908965,10.392305,-22.51666,-48.497423,3.464102,-17.320508,5.196152,34.641016,-50.229473,5.196152,C
25.980762,-5.196152,27.712813,41.569219,-22.51666,-5.196152,-20.78461,3.464102,-6.928203,-22.51666,1.732051,-12.124356,15.588457,36.373067,-51.961524,1.732051,C
45.033321,17.320508,32.908965,43.30127,-53.693575,10.392305,-22.51666,12.124356,-13.856406,-45.033321,12.124356,-17.320508,17.320508,38.105118,-32.908965,10.392305,E
32.908965,-10.392305,25.980762,32.908965,-32.908965,-10.392305,-17.320508,6.928203,-8.660254,-48.497423,5.196152,-32.908965,6.928203,22.51666,-39.837169,1.732051,U
22.51666,3.464102,22.51666,39.837169,-20.78461,-6.928203,-13.856406,1.732051,1.732051,-13.856406,1.732051,0,10.392305,38.105118,-46.765372,1.732051,E
27.712813,3.464102,22.51666,36.373067,-29.444864,3.464102,-27.712813,5.196152,-22.51666,-39.837169,1.732051,-15.588457,6.928203,27.712813,-43.30127,5.196152,U
39.837169,24.248711,25.980762,43.30127,-58.889727,31.176915,-25.980762,13.856406,-15.588457,-43.30127,8.660254,-13.856406,20.78461,34.641016,-29.444864,10.392305,K
32.908965,19.052559,45.033321,38.105118,-60.621778,8.660254,-20.78461,13.856406,-22.51666,-60.621778,24.248711,-29.444864,24.248711,45.033321,-27.712813,13.856406,W
15.588457,-5.196152,43.30127,32.908965,-20.78461,-3.464102,-17.320508,3.464102,-15.588457,-34.641016,5.196152,-22.51666,17.320508,27.712813,-41.569219,1.732051,W
39.837169,12.124356,22.51666,38.105118,-41.569219,15.588457,-27.712813,10.392305,-22.51666,-39.837169,3.464102,-15.588457,13.856406,25.980762,-32.908965,8.660254,O
34.641016,6.928203,29.444864,32.908965,-36.373067,3.464102,-19.052559,10.392305,-12.124356,-38.105118,10.392305,-17.320508,12.124356,32.908965,-38.105118,5.196152,Q
43.30127,31.176915,13.856406,36.373067,-53.693575,25.980762,-22.51666,12.124356,-10.392305,-43.30127,13.856406,-0,15.588457,34.641016,-27.712813,10.392305,Z
39.837169,12.124356,22.51666,43.30127,-45.033321,29.444864,-27.712813,12.124356,-13.856406,-32.908965,1.732051,-12.124356,25.980762,27.712813,-38.105118,6.928203,Z
20.78461,3.464102,17.320508,27.712813,-29.444864,20.78461,-22.51666,5.196152,-12.124356,-24.248711,0,-12.124356,22.51666,29.444864,-36.373067,3.464102,D
36.373067,13.856406,38.105118,46.765372,-45.033321,10.392305,-32.908965,8.660254,-36.373067,-60.621778,3.464102,-24.248711,1.732051,19.052559,-34.641016,10.392305,M
31.176915,20.78461,24.248711,36.373067,-45.033321,19.052559,-29.444864,10.392305,-24.248711,-50.229473,3.464102,-13.856406,17.320508,38.105118,-43.30127,5.196152,X
32.908965,8.660254,36.373067,39.837169,-41.569219,5.196152,-15.588457,10.392305,-3.464102,-32.908965,15.588457,-13.856406,17.320508,41.569219,-38.105118,6.928203,Q
38.105118,17.320508,15.588457,38.105118,-48.497423,27.712813,-27.712813,10.392305,-13.856406,-39.837169,6.928203,-10.392305,19.052559,32.908965,-34.641016,6.928203,B
46.765372,6.928203,31.176915,41.569219,-55.425626,8.660254,-17.320508,15.588457,-5.196152,-41.569219,17.320508,-25.980762,17.320508,32.908965,-27.712813,10.392305,Q
24.248711,10.392305,17.320508,20.78461,-31.176915,12.124356,-27.712813,8.660254,-22.51666,-41.569219,10.392305,-12.124356,12.124356,38.105118,-43.30127,3.464102,T
13.856406,6.928203,17.320508,32.908965,-31.176915,15.588457,-17.320508,8.660254,-3.464102,-38.105118,20.78461,-8.660254,6.928203,34.641016,-38.105118,1.732051,T
36.373067,20.78461,24.248711,38.105118,-43.30127,13.856406,-19.052559,8.660254,-6.928203,-38.105118,8.660254,-3.464102,17.320508,31.176915,-32.908965,6.928203,X
32.908965,13.856406,34.641016,38.105118,-50.229473,24.248711,-27.712813,10.392305,-29.444864,-43.30127,3.464102,-24.248711,22.51666,27.712813,-25.980762,13.856406,M
41.569219,15.588457,34.641016,38.105118,-50.229473,8.660254,-20.78461,15.588457,-13.856406,-48.497423,20.78461,-17.320508,12.124356,38.105118,-36.373067,10.392305,Q
43.30127,-3.464102,34.641016,36.373067,-51.961524,-6.928203,-20.78461,13.856406,-20.78461,-62.353829,13.856406,-48.497423,6.928203,29.444864,-29.444864,6.928203,M
45.033321,-19.052559,32.908965,36.373067,-34.641016,-8.660254,-20.78461,10.392305,-12.124356,-38.105118,10.392305,-41.569219,15.588457,27.712813,-36.373067,3.464102,H
19.052559,-15.588457,32.908965,31.176915,-15.588457,-6.928203,-15.588457,0,-10.392305,-24.248711,-1.732051,-24.248711,8.660254,17.320508,-34.641016,1.732051,M
17.320508,1.732051,25.980762,32.908965,-24.248711,3.464102,-17.320508,3.464102,-8.660254,-34.641016,13.856406,-10.392305,13.856406,32.908965,-39.837169,3.464102,T
10.392305,0,27.712813,31.176915,-17.320508,8.660254,-15.588457,1.732051,-5.196152,-13.856406,-3.464102,-6.928203,19.052559,25.980762,-36.373067,0,A
32.908965,6.928203,20.78461,34.641016,-34.641016,12.124356,-24.248711,6.928203,-17.320508,-31.176915,3.464102,-13.856406,15.588457,25.980762,-31.176915,6.928203,O
36.373067,10.392305,27.712813,50.229473,-46.765372,-1.732051,-20.78461,10.392305,-5.196152,-43.30127,13.856406,-15.588457,6.928203,45.033321,-45.033321,5.196152,C
19.052559,-1.732051,43.30127,38.105118,-27.712813,-5.196152,-22.51666,5.196152,-20.78461,-39.837169,10.392305,-22.51666,12.124356,32.908965,-43.30127,5.196152,W
36.373067,13.856406,36.373067,39.837169,-43.30127,1.732051,-17.320508,12.124356,-8.660254,-45.033321,20.78461,-13.856406,12.124356,41.569219,-39.837169,6.928203,Q
41.569219,13.856406,17.320508,41.569219,-53.693575,10.392305,-22.51666,13.856406,-17.320508,-64.08588,20.78461,-25.980762,8.660254,25.980762,-24.248711,8.660254,U
12.124356,-10.392305,13.856406,22.51666,-13.856406,-8.660254,-3.464102,0,10.392305,-6.928203,0,-10.392305,13.856406,15.588457,-22.51666,0,L
48.497423,-8.660254,34.641016,36.373067,-50.229473,-17.320508,-15.588457,13.856406,-12.124356,-55.425626,19.052559,-50.229473,15.588457,38.105118,-29.444864,5.196152,N
43.30127,12.124356,32.908965,46.765372,-46.765372,6.928203,-20.78461,8.660254,-10.392305,-39.837169,13.856406,-15.588457,15.588457,38.105118,-32.908965,8.660254,E
45.033321,1.732051,36.373067,36.373067,-55.425626,-1.732051,-20.78461,13.856406,-22.51666,-60.621778,10.392305,-45.033321,5.196152,24.248711,-24.248711,10.392305,M
31.176915,8.660254,32.908965,41.569219,-38.105118,17.320508,-29.444864,6.928203,-31.176915,-45.033321,0,-24.248711,24.248711,22.51666,-32.908965,6.928203,M
38.105118,12.124356,46.765372,34.641016,-50.229473,1.732051,-24.248711,10.392305,-34.641016,-53.693575,12.124356,-32.908965,20.78461,32.908965,-25.980762,15.588457,W
12.124356,0,22.51666,27.712813,-12.124356,3.464102,-13.856406,0,-5.196152,-15.588457,0,-3.464102,17.320508,27.712813,-39.837169,0,X
27.712813,8.660254,22.51666,38.105118,-29.444864,15.588457,-27.712813,5.196152,-22.51666,-32.908965,-1.732051,-10.392305,13.856406,24.248711,-38.105118,5.196152,H
13.856406,8.660254,15.588457,32.908965,-32.908965,31.176915,-29.444864,6.928203,-15.588457,-27.712813,-5.196152,-8.660254,20.78461,36.373067,-48.497423,1.732051,J
17.320508,10.392305,15.588457,38.105118,-31.176915,15.588457,-20.78461,5.196152,-6.928203,-20.78461,-1.732051,-3.464102,20.78461,34.641016,-39.837169,3.464102,L
36.373067,13.856406,29.444864,43.30127,-50.229473,15.588457,-32.908965,12.124356,-34.641016,-62.353829,5.196152,-27.712813,1.732051,19.052559,-31.176915,10.392305,M
41.569219,19.052559,38.105118,46.765372,-60.621778,27.712813,-36.373067,12.124356,-43.30127,-64.08588,6.928203,-32.908965,24.248711,24.248711,-24.248711,15.588457,M
39.837169,24.248711,15.588457,25.980762,-43.30127,15.588457,-29.444864,13.856406,-31.176915,-62.353829,12.124356,-13.856406,5.196152,25.980762,-34.641016,6.928203,Y
34.641016,6.928203,32.908965,41.569219,-43.30127,0,-10.392305,10.392305,3.464102,-34.641016,22.51666,-15.588457,17.320508,41.569219,-32.908965,6.928203,Q
45.033321,13.856406,36.373067,43.30127,-50.229473,5.196152,-22.51666,8.660254,-19.052559,-39.837169,10.392305,-19.052559,19.052559,32.908965,-27.712813,13.856406,W
31.176915,13.856406,31.176915,38.105118,-48.497423,13.856406,-29.444864,12.124356,-22.51666,-58.889727,15.588457,-20.78461,3.464102,38.105118,-41.569219,6.928203,V
31.176915,22.51666,15.588457,38.105118,-51.961524,29.444864,-27.712813,13.856406,-17.320508,-48.497423,10.392305,-12.124356,20.78461,34.641016,-34.641016,6.928203,X
29.444864,6.928203,27.712813,36.373067,-34.641016,3.464102,-24.248711,6.928203,-19.052559,-36.373067,5.196152,-15.588457,12.124356,36.373067,-41.569219,6.928203,U
50.229473,19.052559,22.51666,48.497423,-65.817931,31.176915,-29.444864,13.856406,-15.588457,-51.961524,13.856406,-20.78461,20.78461,34.641016,-27.712813,12.124356,R
13.856406,13.856406,17.320508,32.908965,-38.105118,15.588457,-15.588457,8.660254,-1.732051,-45.033321,20.78461,-8.660254,8.660254,39.837169,-36.373067,1.732051,T
43.30127,10.392305,19.052559,41.569219,-50.229473,12.124356,-17.320508,10.392305,-3.464102,-43.30127,10.392305,-19.052559,12.124356,25.980762,-25.980762,6.928203,L
43.30127,13.856406,25.980762,39.837169,-50.229473,5.196152,-22.51666,10.392305,-12.124356,-46.765372,10.392305,-17.320508,15.588457,36.373067,-36.373067,8.660254,T
39.837169,8.660254,17.320508,38.105118,-48.497423,12.124356,-24.248711,10.392305,-15.588457,-45.033321,12.124356,-22.51666,12.124356,31.176915,-27.712813,8.660254,N
27.712813,10.392305,25.980762,34.641016,-32.908965,5.196152,-19.052559,6.928203,-10.392305,-38.105118,6.928203,-12.124356,15.588457,32.908965,-38.105118,1.732051,X
22.51666,-15.588457,34.641016,31.176915,-19.052559,-8.660254,-15.588457,1.732051,-12.124356,-29.444864,1.732051,-29.444864,8.660254,20.78461,-34.641016,1.732051,M
24.248711,5.196152,19.052559,36.373067,-29.444864,19.052559,-22.51666,3.464102,-8.660254,-22.51666,0,-6.928203,19.052559,27.712813,-36.373067,3.464102,R
34.641016,8.660254,15.588457,27.712813,-39.837169,31.176915,-32.908965,8.660254,-19.052559,-34.641016,12.124356,-12.124356,20.78461,36.373067,-34.641016,5.196152,P
50.229473,19.052559,27.712813,34.641016,-48.497423,12.124356,-24.248711,12.124356,-22.51666,-46.765372,13.856406,-13.856406,17.320508,29.444864,-25.980762,13.856406,Y
20.78461,17.320508,15.588457,34.641016,-46.765372,31.176915,-29.444864,12.124356,-15.588457,-39.837169,1.732051,-10.392305,15.588457,38.105118,-45.033321,5.196152,I
29.444864,-3.464102,31.176915,34.641016,-29.444864,1.732051,-19.052559,6.928203,-20.78461,-38.105118,6.928203,-27.712813,12.124356,17.320508,-27.712813,6.928203,M
22.51666,-3.464102,24.248711,45.033321,-19.052559,-6.928203,-15.588457,1.732051,1.732051,-15.588457,1.732051,-5.196152,13.856406,36.373067,-50.229473,0,C
29.444864,17.320508,15.588457,32.908965,-48.497423,24.248711,-27.712813,13.856406,-19.052559,-43.30127,3.464102,-17.320508,19.052559,41.569219,-41.569219,5.196152,J
50.229473,25.980762,36.373067,41.569219,-60.621778,10.392305,-22.51666,13.856406,-25.980762,-55.425626,19.052559,-20.78461,15.588457,34.641016,-20.78461,17.320508,K
17.320508,6.928203,20.78461,27.712813,-38.105118,5.196152,-12.124356,10.392305,1.732051,-34.641016,10.392305,-17.320508,15.588457,43.30127,-39.837169,0,I
38.105118,17.320508,24.248711,41.569219,-46.765372,13.856406,-31.176915,12.124356,-25.980762,-53.693575,6.928203,-15.588457,6.928203,29.444864,-39.837169,8.660254,H
39.837169,13.856406,32.908965,38.105118,-43.30127,6.928203,-22.51666,8.660254,-19.052559,-39.837169,8.660254,-15.588457,17.320508,31.176915,-31.176915,10.392305,V
32.908965,22.51666,17.320508,43.30127,-57.157677,25.980762,-22.51666,13.856406,-8.660254,-60.621778,24.248711,-12.124356,13.856406,31.176915,-27.712813,8.660254,Y
22.51666,-19.052559,31.176915,31.176915,-13.856406,-10.392305,-15.588457,0,-6.928203,-17.320508,1.732051,-24.248711,17.320508,29.444864,-39.837169,0,H
15.588457,0,20.78461,38.105118,-24.248711,24.248711,-31.176915,3.464102,-17.320508,-24.248711,-10.392305,-8.660254,17.320508,27.712813,-51.961524,1.732051,J
46.765372,6.928203,12.124356,34.641016,-48.497423,1.732051,-20.78461,12.124356,-12.124356,-48.497423,13.856406,-27.712813,15.588457,34.641016,-29.444864,5.196152,D
39.837169,19.052559,38.105118,43.30127,-58.889727,13.856406,-19.052559,10.392305,-12.124356,-46.765372,12.124356,-20.78461,17.320508,36.373067,-25.980762,12.124356,G
19.052559,5.196152,19.052559,36.373067,-27.712813,19.052559,-31.176915,5.196152,-20.78461,-31.176915,-6.928203,-10.392305,12.124356,31.176915,-50.229473,1.732051,J
24.248711,13.856406,15.588457,34.641016,-38.105118,10.392305,-19.052559,8.660254,-8.660254,-27.712813,5.196152,-8.660254,17.320508,38.105118,-34.641016,5.196152,L
39.837169,13.856406,24.248711,41.569219,-57.157677,13.856406,-19.052559,12.124356,-3.464102,-38.105118,17.320508,-19.052559,12.124356,46.765372,-29.444864,8.660254,R
27.712813,10.392305,20.78461,31.176915,-38.105118,24.248711,-32.908965,8.660254,-24.248711,-39.837169,3.464102,-13.856406,19.052559,34.641016,-43.30127,5.196152,F
31.176915,15.588457,25.980762,38.105118,-43.30127,15.588457,-22.51666,10.392305,-13.856406,-39.837169,5.196152,-15.588457,22.51666,34.641016,-32.908965,3.464102,A
38.105118,15.588457,32.908965,43.30127,-53.693575,12.124356,-22.51666,10.392305,-10.392305,-43.30127,12.124356,-17.320508,17.320508,41.569219,-36.373067,8.660254,F
43.30127,32.908965,20.78461,31.176915,-60.621778,34.641016,-32.908965,13.856406,-27.712813,-58.889727,10.392305,-13.856406,20.78461,45.033321,-34.641016,8.660254,F
8.660254,0,20.78461,32.908965,-17.320508,12.124356,-17.320508,1.732051,-3.464102,-27.712813,15.588457,-3.464102,6.928203,31.176915,-39.837169,0,T
25.980762,-5.196152,12.124356,29.444864,-29.444864,-12.124356,-6.928203,8.660254,6.928203,-20.78461,8.660254,-19.052559,12.124356,19.052559,-20.78461,1.732051,L
17.320508,0,20.78461,27.712813,-31.176915,5.196152,-12.124356,10.392305,1.732051,-27.712813,10.392305,-17.320508,15.588457,36.373067,-39.837169,0,I
27.712813,20.78461,17.320508,24.248711,-36.373067,17.320508,-29.444864,8.660254,-25.980762,-46.765372,3.464102,-8.660254,13.856406,38.105118,-43.30127,3.464102,T
34.641016,12.124356,22.51666,36.373067,-41.569219,1.732051,-19.052559,10.392305,-10.392305,-41.569219,10.392305,-15.588457,12.124356,34.641016,-34.641016,5.196152,G
29.444864,8.660254,27.712813,39.837169,-38.105118,19.052559,-29.444864,6.928203,-29.444864,-45.033321,0,-22.51666,19.052559,20.78461,-31.176915,6.928203,M
31.176915,0,24.248711,41.569219,-36.373067,0,-25.980762,6.928203,-17.320508,-45.033321,5.196152,-22.51666,6.928203,29.444864,-43.30127,5.196152,U
32.908965,3.464102,20.78461,36.373067,-31.176915,6.928203,-17.320508,6.928203,-5.196152,-24.248711,6.928203,-10.392305,15.588457,29.444864,-36.373067,5.196152,E
34.641016,24.248711,24.248711,27.712813,-48.497423,22.51666,-31.176915,10.392305,-25.980762,-50.229473,6.928203,-12.124356,19.052559,43.30127,-39.837169,6.928203,P
17.320508,5.196152,20.78461,31.176915,-25.980762,15.588457,-20.78461,3.464102,-8.660254,-22.51666,-1.732051,-6.928203,19.052559,31.176915,-41.569219,1.732051,B
20.78461,5.196152,20.78461,31.176915,-27.712813,8.660254,-13.856406,3.464102,-1.732051,-20.78461,5.196152,-6.928203,13.856406,29.444864,-31.176915,3.464102,R
41.569219,20.78461,27.712813,27.712813,-45.033321,19.052559,-31.176915,10.392305,-29.444864,-50.229473,6.928203,-15.588457,24.248711,39.837169,-38.105118,6.928203,P
29.444864,8.660254,19.052559,36.373067,-38.105118,25.980762,-25.980762,6.928203,-13.856406,-31.176915,1.732051,-12.124356,20.78461,27.712813,-34.641016,5.196152,R
25.980762,17.320508,17.320508,38.105118,-50.229473,19.052559,-22.51666,13.856406,-8.660254,-58.889727,27.712813,-15.588457,6.928203,43.30127,-36.373067,3.464102,T
46.765372,13.856406,25.980762,36.373067,-50.229473,17.320508,-24.248711,10.392305,-19.052559,-39.837169,12.124356,-19.052559,19.052559,31.176915,-22.51666,12.124356,R
29.444864,13.856406,12.124356,34.641016,-45.033321,3.464102,-13.856406,12.124356,-3.464102,-31.176915,15.588457,-13.856406,17.320508,41.569219,-25.980762,6.928203,L
32.908965,3.464102,22.51666,25.980762,-38.105118,5.196152,-22.51666,8.660254,-10.392305,-34.641016,12.124356,-19.052559,13.856406,41.569219,-38.105118,3.464102,P
25.980762,13.856406,12.124356,32.908965,-45.033321,34.641016,-32.908965,12.124356,-20.78461,-39.837169,3.464102,-13.856406,13.856406,36.373067,-41.569219,5.196152,J
48.497423,19.052559,25.980762,36.373067,-53.693575,13.856406,-24.248711,13.856406,-19.052559,-43.30127,13.856406,-17.320508,20.78461,32.908965,-24.248711,12.124356,O
22.51666,3.464102,22.51666,32.908965,-27.712813,1.732051,-17.320508,3.464102,-8.660254,-27.712813,3.464102,-12.124356,13.856406,31.176915,-36.373067,3.464102,H
38.105118,22.51666,22.51666,29.444864,-41.569219,13.856406,-27.712813,8.660254,-27.712813,-46.765372,3.464102,-12.124356,19.052559,36.373067,-36.373067,6.928203,D
31.176915,15.588457,22.51666,34.641016,-41.569219,10.392305,-20.78461,10.392305,-13.856406,-41.569219,5.196152,-15.588457,17.320508,29.444864,-29.444864,3.464102,A
24.248711,12.124356,25.980762,29.444864,-38.105118,10.392305,-20.78461,6.928203,-13.856406,-46.765372,10.392305,-15.588457,13.856406,38.105118,-38.105118,3.464102,V
31.176915,13.856406,38.105118,45.033321,-48.497423,5.196152,-24.248711,10.392305,-19.052559,-46.765372,6.928203,-20.78461,15.588457,38.105118,-39.837169,8.660254,C
46.765372,17.320508,20.78461,36.373067,-45.033321,8.660254,-20.78461,10.392305,-10.392305,-39.837169,10.392305,-10.392305,19.052559,36.373067,-34.641016,6.928203,S
43.30127,15.588457,38.105118,38.105118,-58.889727,6.928203,-22.51666,13.856406,-24.248711,-60.621778,13.856406,-32.908965,10.392305,29.444864,-24.248711,12.124356,W
38.105118,8.660254,27.712813,45.033321,-50.229473,3.464102,-22.51666,10.392305,-12.124356,-43.30127,10.392305,-22.51666,13.856406,39.837169,-36.373067,8.660254,H
27.712813,3.464102,19.052559,32.908965,-27.712813,15.588457,-17.320508,3.464102,-3.464102,-19.052559,3.464102,-5.196152,15.588457,22.51666,-31.176915,5.196152,B
12.124356,10.392305,15.588457,31.176915,-27.712813,24.248711,-27.712813,5.196152,-15.588457,-27.712813,-5.196152,-3.464102,15.588457,32.908965,-48.497423,1.732051,I
19.052559,19.052559,15.588457,31.176915,-43.30127,19.052559,-15.588457,10.392305,-1.732051,-32.908965,10.392305,-5.196152,15.588457,39.837169,-34.641016,5.196152,I
36.373067,12.124356,29.444864,45.033321,-48.497423,-0,-20.78461,10.392305,-8.660254,-39.837169,8.660254,-17.320508,17.320508,45.033321,-41.569219,6.928203,G
