-0.385Source_10-0.376Source_13-0.372Source_5-0.343Source_14+0.314Source_2...,0.771Source_3-0.587Source_1-0.125Source_10-0.115Source_11-0.102Source_2...,'0.818Source_2+0.414Source_10+0.246Source_3-0.144Source_11+0.13 Source_4...',-0.552Source_1+0.463Source_12-0.438Source_11-0.431Source_3+0.168Source_0...,0.789Source_11+0.459Source_12+0.311Source_4-0.149Source_1+0.138Source_0...,0.814Source_4-0.447Source_7-0.282Source_12-0.14Source_10-0.132Source_11...,0.855Source_7+0.316Source_4-0.315Source_12-0.229Source_10+0.063Source_8...,0.555Source_6-0.508Source_12+0.394Source_10+0.268Source_0-0.214Source_1...,0.771Source_6-0.349Source_10-0.225Source_0+0.225Source_12+0.199Source_15...,0.934Source_15+0.227Source_0-0.179Source_6-0.129Source_8-0.103Source_10...,'0.689Source_8+0.67 Source_0-0.131Source_9-0.114Source_10+0.093Source_13...',0.727Source_9+0.536Source_8-0.375Source_0+0.125Source_15+0.106Source_11...,'-0.558Source_14-0.441Source_9-0.404Source_13+0.32 Source_8+0.277Source_10...','0.697Source_14-0.668Source_13-0.164Source_5+0.13 Source_10+0.086Source_4...',-0.876Source_5+0.389Source_13+0.176Source_14-0.145Source_9-0.126Source_0...,'-0.43Source_10+0.42 Source_2-0.401Source_1-0.33Source_3-0.261Source_9...',class
-0.635225,-0.016322,-1.051989,-1.681392,0.440503,-1.955134,-0.144685,-1.480158,-1.320107,-0.292635,0.251606,0.643236,1.046476,-0.59764,-1.588151,-0.579201,Z
0.698483,2.697955,1.956975,-0.492909,0.722393,0.407957,0.833118,-0.682093,1.337762,1.697233,0.65109,1.203901,-0.143919,0.233196,0.270171,-1.689552,T
-1.206503,-1.454121,0.669073,0.07989,0.26196,-0.452665,1.116861,-1.61991,0.025644,0.886349,0.34496,-1.757672,0.343022,0.650846,-0.851049,1.656012,K
-0.656759,-0.141421,0.580762,-1.866499,-1.081416,0.038344,-0.683303,-0.220757,0.750511,1.242238,-0.893317,0.308984,-0.768211,0.675599,0.127321,-2.221836,J
0.102965,1.326678,-0.854679,-0.128789,-0.478014,-0.58324,0.062457,1.405022,-1.202314,0.140195,0.411858,-0.486404,0.009066,0.246829,-0.686044,0.191209,I
-1.968584,-0.734754,0.090699,-0.020601,-0.961719,-0.566186,1.595743,-1.043424,1.86722,-0.10725,1.415278,0.74613,-0.14665,0.831603,-0.446291,-0.605741,O
0.055811,-0.487486,0.571986,0.141534,-0.960918,-1.746689,-1.286709,-1.438791,-0.446602,0.883577,-0.951557,0.565369,-0.899069,-0.016207,0.719564,-0.779144,L
1.166865,1.663644,2.522778,1.105044,-0.000777,0.024018,0.789349,-0.19684,-0.152483,1.026854,-0.259297,-0.495521,0.748164,1.822949,0.189045,1.983187,V
-0.30476,-0.147312,1.966399,1.110526,-0.152693,0.548418,-0.884572,0.66633,-0.871918,-0.442489,1.836704,-2.067804,-0.574892,-0.749859,-0.028444,-0.641131,W
0.928038,1.218568,-0.039126,0.379025,2.049839,2.280203,-0.396844,-1.175723,0.220935,1.950473,0.837798,-1.83838,0.335001,-0.035279,-0.887011,0.921153,V
0.035245,0.596618,-0.807568,0.206527,0.562999,0.112369,-0.784903,0.324468,-1.12194,-1.420795,-0.126984,-0.251577,-0.163552,0.504999,0.932144,-0.579781,O
0.856516,-0.754325,-0.170341,-0.949684,-1.075738,0.45064,0.330258,-0.309975,0.451496,-0.474484,-0.000034,-0.624444,0.217395,-0.116799,0.493067,-1.394132,D
-0.387476,-1.033618,-0.11695,0.902331,0.808296,-2.957998,-0.329075,-0.47614,-0.819831,1.783579,-0.93846,1.368301,-1.043168,0.740128,-2.497091,-0.477348,E
-0.758131,0.367887,0.379501,-0.096083,-0.647498,0.892344,-0.210248,-0.169042,0.232526,-1.532052,-0.175293,0.846456,0.91531,-2.691255,-0.152817,1.386538,D
-0.521359,0.641891,0.731622,1.871283,-1.204456,0.075356,1.491751,0.669486,-0.128502,-0.662228,-1.563981,1.772163,0.406138,-0.590621,-0.664232,0.267428,F
-1.206057,0.315066,0.280958,-0.230908,-0.798862,-0.535164,-1.164776,2.105611,0.114342,-0.46212,-0.634769,-0.692128,0.551288,0.977235,0.448737,1.159205,N
0.583475,1.952151,-1.533888,-1.40315,-0.889294,-0.726012,0.253715,-0.531861,-0.710698,0.747695,2.619918,0.997735,1.156124,1.018164,-2.293127,0.048339,S
2.164835,-0.314849,0.332711,0.908208,-3.081705,0.799109,0.581931,-0.252981,-0.277268,1.716597,1.690777,-0.780461,-1.951356,0.840407,-0.068182,1.259267,A
-0.699518,0.21231,-0.392813,0.531542,-0.06297,0.920344,-1.686661,1.193486,-0.121977,-0.455621,-2.109477,-2.017627,0.935597,-0.718348,0.434869,-0.539306,Y
1.436393,-0.688791,-1.449087,0.218861,-1.242365,0.11034,-0.5971,-0.059675,1.110426,1.158055,-0.355757,-1.105492,-0.822017,0.290396,1.749462,0.001473,A
-0.47875,-1.04983,1.265224,0.78703,-0.096355,-0.315531,0.301175,0.720129,1.548219,-0.835253,-1.443236,-0.989983,0.588357,-0.192254,0.359406,-0.555419,V
-0.202488,1.440903,0.379194,-0.599572,-1.329819,0.161915,-1.500462,-1.610136,-0.11788,0.691419,-2.021044,0.736077,-1.183593,-0.874443,0.32677,0.531085,L
-0.434191,0.471573,-0.282549,-0.75479,-2.000882,0.676802,0.293414,0.454244,0.954611,1.456605,0.288843,-0.414194,0.208808,-0.866068,-1.076798,-1.249794,J
-2.075298,0.054958,0.1729,-0.727984,2.57619,0.802935,-0.732267,0.305182,-0.643364,1.493726,-1.874941,1.691442,0.461394,-0.05881,2.358225,0.96533,Y
-0.661,1.179599,-0.763902,0.930432,-0.913799,-0.421144,0.743027,0.584654,-2.312455,-0.066929,-0.244691,-1.454557,1.884731,-0.738398,-0.970549,1.03061,J
0.568104,0.067665,0.276298,-1.944492,-0.710267,0.015645,-0.173282,0.063574,0.62,0.161795,-0.503554,-0.231775,-1.771077,0.264912,0.115496,-1.83278,J
-3.454061,-1.598823,-0.300382,0.737502,0.590719,-0.105566,1.289858,-0.872239,1.699191,0.118712,-0.872229,0.905375,-0.681211,0.826395,-0.363638,0.185568,O
-0.529222,2.825207,0.359224,0.954322,-0.619281,-0.70161,1.373978,0.933401,-0.757325,-2.568441,1.594148,3.017143,-2.515932,1.125621,1.286181,-0.626286,R
-0.474052,0.340041,0.351009,-0.398224,-0.883599,-1.162767,0.310186,-0.376204,0.192107,-1.557458,0.123865,-1.020656,-0.469549,-2.175167,0.849927,0.778872,K
-0.32836,0.946171,-0.198725,-0.648004,0.769311,-0.602397,-0.990957,1.023313,0.816943,-0.681794,-0.417231,0.332,-0.150018,2.567284,-0.255286,0.634102,U
0.222548,0.599803,0.205647,0.470746,-2.300427,0.909964,-0.040263,-0.13943,1.603014,1.339839,-0.110795,0.265593,-1.638088,0.848987,1.347942,-0.578651,A
1.381845,1.001949,-0.171647,-0.38945,-0.789899,0.508782,-0.14736,-0.243208,0.035061,-0.936275,0.054381,0.063832,0.198383,-1.550429,0.730403,0.624755,R
0.011607,-2.22152,0.14507,-0.647384,0.593242,-1.709956,-0.230855,1.163562,-1.262876,0.5849,0.806421,-0.441271,-0.153998,1.885062,-0.747638,0.707745,U
0.401411,-0.72755,-0.080135,0.898681,0.011252,1.897228,-0.470663,0.262201,0.812254,-1.970866,0.255724,2.057923,-1.180767,2.949089,-0.716669,0.569599,H
-1.312283,0.143028,1.360848,-0.533466,0.054966,-1.224956,-1.28709,1.45211,2.010003,-0.708606,0.13687,-1.816446,1.846265,-0.612919,-1.106794,0.107221,U
-3.389333,1.404794,-1.131482,0.422807,-0.023082,1.361982,0.702228,1.065963,-2.241745,1.845433,1.73339,-2.723693,0.456125,-0.080384,0.892724,-1.165227,Y
-0.188645,0.140841,0.25389,-0.162586,-1.346264,-0.755632,-0.824935,-1.045471,0.258984,0.926485,-0.732566,0.280387,-1.15513,-0.839759,0.244156,-1.084375,L
1.140907,-0.123475,0.697026,0.984611,0.867131,-1.601205,0.734512,-0.898736,-0.86137,-1.206041,-1.308194,0.651229,-1.194068,0.684292,-1.25767,-0.407922,C
0.027355,-0.424943,-0.597855,-0.996848,0.06307,-0.92853,0.551322,-0.598796,-0.821661,-0.194645,-1.074914,-0.053674,0.593739,-0.645909,0.152249,0.071052,Z
1.627778,0.040577,0.498701,0.529688,1.048069,2.05927,0.590705,-0.914207,0.343188,2.130742,0.796701,-2.157336,0.457033,0.00139,-1.321322,0.053344,V
-1.278742,0.189294,0.646455,0.353303,-0.737565,0.944569,-0.672243,-0.422416,-0.697596,1.168811,0.56744,-0.193209,-0.543523,0.264434,-0.147185,-3.639661,I
0.924481,-0.088641,-0.282478,-1.220358,0.048389,-0.660883,0.99381,-0.859819,0.05937,-0.727942,-0.482959,-0.17751,0.786537,0.073039,0.56183,-0.493016,S
-2.106927,-0.069639,0.24273,-0.594675,-0.699375,-0.355754,0.856096,-1.619824,0.904563,-0.038024,2.129528,0.012591,0.091372,0.178296,-0.55015,0.716384,H
-0.086382,-0.487787,-0.089239,2.045349,0.367857,-1.928225,0.253166,-0.712169,0.50932,1.17756,-1.662841,1.488648,-0.020095,-0.860878,-0.75252,-1.632289,E
-0.081798,0.98459,-0.870879,0.672952,-1.718268,0.744429,1.271957,4.247193,-3.009383,0.788058,-0.028986,-1.32205,0.833671,1.815597,0.437737,1.720743,H
-0.049949,-1.200407,-0.184682,-1.163095,-0.971282,0.751284,1.946128,-1.158147,0.719334,-0.139903,-0.080303,0.383474,0.517477,-0.816043,0.220811,-0.128542,I
1.235551,-0.594946,-0.102715,-0.604828,-0.053682,-0.457069,0.582132,-0.341271,-0.463144,-0.26494,-0.222681,-0.327886,-0.040889,-1.60044,0.111709,-0.399739,E
1.384165,-0.177747,-0.136754,-1.517973,0.511935,0.745575,-0.162435,-0.189236,-0.256724,-0.523856,-2.003184,-0.208686,-1.931507,-0.065817,1.018845,-0.174725,J
0.343929,0.386452,-1.661192,-0.298145,-0.15487,-0.107243,0.125169,1.047482,1.730827,0.063552,0.605935,-0.026332,-0.084754,0.25163,-0.09139,-0.327612,R
-0.617993,0.926388,-0.512206,0.560932,-0.69479,-0.441639,1.021241,1.357953,-0.704114,-0.230946,0.408521,-0.502628,0.569263,-0.322431,0.066962,-0.583811,F
0.011137,-0.815638,0.20378,-0.151915,1.894821,-1.363055,0.179049,0.103918,0.269008,0.178673,-1.179259,0.552399,-1.027007,0.08398,0.221112,-1.633793,C
0.355071,-0.817822,0.064474,0.982592,-0.235952,2.03304,-0.456622,0.27155,0.645654,-1.598037,0.538875,2.020242,-1.301815,2.868931,-1.091393,0.480536,H
-0.180553,-0.251898,-0.815228,-0.947226,0.578618,0.030777,-0.876529,-0.319197,0.341182,-1.305686,0.508285,0.101733,1.275775,0.420913,0.892677,-1.517702,D
0.008284,-0.766588,-1.337958,0.075637,3.039265,1.851785,-1.493497,-0.682696,0.402841,-1.546258,-1.39163,-1.949021,1.671135,0.750581,-0.556384,-1.174226,U
0.710386,0.240414,0.083271,-0.05897,-0.182949,-0.11099,-0.754583,-0.73853,-1.392116,-0.240448,1.165084,0.039573,-0.632182,0.789515,-1.750596,1.446908,O
-0.398976,-1.58463,-1.534665,0.21935,2.770429,2.371916,-2.440703,-0.213907,-0.197098,-1.404052,-1.094375,-1.030605,0.991222,0.301916,-1.437801,-0.913274,U
-0.053617,4.843918,2.693818,-0.769473,0.511958,1.032638,-0.417871,-0.822426,0.513318,1.750162,0.178818,1.555736,-0.327779,0.782103,0.275816,-0.090916,T
1.236257,0.745177,-0.139084,0.529822,-2.302366,0.582936,0.493105,-0.642703,0.067171,0.732945,0.251277,-0.625524,-2.043983,1.850047,1.102846,1.266674,A
-0.048628,0.691086,-2.175843,0.483038,-0.228215,0.249907,0.633323,0.686788,-0.1025,0.407387,-0.074545,0.44217,0.655778,0.272939,-0.626043,0.944305,S
1.264238,1.01033,-0.35269,-0.192436,-0.504122,-0.102969,0.737148,-0.409161,0.065316,-0.864755,0.85367,0.418834,-0.358183,-0.511778,-1.21169,0.479715,R
0.61262,-0.571681,-0.563167,0.692861,-0.604562,1.086359,-1.787888,-0.263749,0.248162,-0.333088,-0.352036,0.357185,1.961229,0.291774,-0.037073,0.910309,D
-0.122223,-0.134413,-1.714471,0.215925,-0.075281,-0.787503,0.855021,-0.074768,-0.384587,-1.136612,0.830899,1.396965,0.832553,0.064714,-1.374234,0.025808,B
1.026144,-0.442794,0.051262,-0.950944,-1.642998,2.06345,0.926214,0.42814,-1.222143,-1.078865,0.659087,1.666893,1.22529,-0.11478,1.201756,1.158181,P
0.240611,0.710131,-0.2443,-0.336731,0.45514,-1.800861,-0.266783,-1.054275,-0.30603,-0.371187,0.275778,-0.263102,0.594835,0.06361,0.016694,-0.460584,X
-0.848549,0.967731,-1.15435,1.409944,0.322509,0.186193,-1.245268,-0.809768,-3.312558,-0.887818,0.306391,-0.020076,-0.066297,-1.368669,-0.518559,-0.046653,G
-1.090759,-0.182406,-0.116535,0.250415,0.912813,-0.080792,-0.30212,-1.083839,1.231333,0.274074,0.086619,-0.617161,0.025518,0.023519,-0.20581,0.343475,U
1.177762,-0.477462,-0.854973,-0.454262,-0.445756,0.325076,0.552072,0.547256,0.003275,0.395838,0.037049,-0.202427,0.590027,-1.196155,0.108027,-0.324486,B
0.537845,-0.945138,1.263167,-0.187582,-0.459011,-0.083613,-0.641415,0.489423,-0.044177,0.18988,1.647945,-0.618053,0.172465,0.5838,-1.192183,0.389444,N
-0.703012,0.228165,0.095307,-0.084652,-1.441341,-0.504931,-1.924783,-0.947899,0.005075,1.46978,0.052572,0.765804,-0.280577,-0.72146,0.161322,-0.769446,L
-1.788254,0.048213,-1.202085,-0.197075,-0.181863,-0.355057,0.515512,-2.018322,1.917743,-0.243462,0.997879,0.200562,0.024537,-1.194143,-0.021417,0.345288,D
-0.030508,0.257789,0.387288,-0.698688,-0.773291,-0.428377,-0.10619,2.431174,-0.92465,-0.573658,-0.420458,-1.372993,0.970028,2.458611,-0.603932,0.208477,Y
0.729379,-0.176036,0.117713,-1.583172,0.78363,-1.123905,-0.836114,0.578924,-1.462132,1.133138,0.393589,0.888274,-0.235208,-0.338728,-0.56956,2.12966,E
-0.926598,0.20804,1.364747,1.724164,-2.640182,2.019741,0.352006,2.944668,-1.620347,0.479622,-0.650079,-0.961535,0.733514,-1.236929,-1.041288,-1.74303,P
-0.126603,-0.506011,-0.159231,0.062799,0.708834,1.536496,1.845883,1.723034,-0.081921,2.479344,1.967416,3.080356,-0.822946,-0.511522,0.128292,-0.382431,F
-0.13917,4.392424,2.427057,-0.971114,0.665908,0.599891,0.268614,-1.214561,0.779075,1.419623,0.759739,1.219755,-0.320244,1.006858,0.195973,-0.959715,T
-1.341578,-1.418699,-1.000204,0.003998,-1.013537,0.448876,1.479965,-2.451141,0.676586,1.075665,-2.154285,-1.114029,-1.818801,0.171918,-0.880468,0.816937,L
-0.89253,-0.780407,-0.778632,-1.659866,0.697902,-1.339273,0.445396,-0.545155,1.209361,1.241244,0.291442,0.569255,-0.043076,-0.469665,-0.527689,0.470491,Z
0.704143,-0.370545,0.857782,0.550774,1.226345,0.824191,1.716367,0.013842,-0.633711,0.155342,0.173559,0.042852,0.403994,-0.263222,1.177321,-0.147228,V
-1.424121,0.148719,-0.517844,1.187599,-0.340336,0.673,0.541068,1.279111,-1.413258,1.058104,-0.186753,-1.281084,-0.855748,-0.034941,-1.18432,-1.501817,Q
-0.77755,1.534859,-2.635853,-0.437364,-0.547322,-0.718662,-0.008413,4.451794,1.701954,2.406029,-2.467208,0.207987,1.119546,2.035893,0.914472,1.225575,S
0.785517,-0.428683,0.201065,-0.468585,-0.028503,-0.272263,-0.090409,0.052211,-0.30147,-0.262339,-0.158796,-0.325958,-0.219998,-0.860364,0.33783,-0.073579,H
-0.314855,-2.466259,-0.985965,3.712163,-1.697951,-0.362419,-2.958454,-2.180382,-0.794192,2.05462,1.48864,1.277054,1.476472,0.339592,2.148263,-0.135894,L
0.635317,-1.459598,-0.243921,-1.892074,-2.367504,1.957011,-0.967913,-1.313223,-0.664081,-0.205925,-1.870937,-1.022328,-2.565077,1.897655,-1.663373,-0.071581,J
0.711124,0.92952,-1.141757,0.716253,0.936853,-0.115629,-0.539398,-0.032228,1.318852,-0.382174,-1.175887,-0.525952,0.009329,-0.195653,0.131543,0.851051,Q
0.183809,-0.548904,-0.131384,-1.88062,-1.637328,1.451192,-1.302757,-0.67189,-1.452091,-1.562926,-2.75609,-1.757698,-1.858333,1.791264,-0.294711,-1.16005,J
1.049486,-0.055493,-0.239404,0.183592,-0.557058,0.483743,-0.870361,0.504207,0.682787,-0.107537,0.354398,0.69438,0.746013,0.824689,-0.018971,0.462563,D
0.221846,0.399892,0.835081,-0.314912,0.671959,0.165403,-2.322619,0.724428,1.402396,0.280137,1.208129,-0.7179,-0.260512,-1.146341,-1.145487,0.745724,M
-2.08275,-0.768748,1.660709,-0.737582,-0.726796,-0.668449,0.29778,1.846708,1.032217,-0.983022,0.194024,-0.230259,0.594043,0.845387,0.38378,-0.70652,W
1.293191,0.943176,-0.441277,-0.869662,-1.598383,0.740762,-0.918258,-0.028799,1.290858,0.36863,-0.143567,-1.442901,-1.539704,-0.129683,0.736746,0.496519,A
1.143227,0.944408,1.159545,0.023115,0.829675,0.204762,0.496758,-0.933513,-0.418102,1.044938,-0.583076,-0.829567,1.47665,0.017347,-0.063137,-0.292017,Y
-0.526606,-1.002406,0.003439,-1.074559,0.764762,0.058506,1.052184,0.063093,0.379168,1.114499,0.111692,0.53341,-1.153764,-0.023577,0.82973,0.00182,S
0.245588,-0.761057,-0.571115,0.644767,-0.758155,0.42323,-0.998525,-0.504043,-0.089299,-0.29423,0.559845,0.196194,0.311433,0.709158,-0.341234,0.358034,O
-0.143411,1.196123,0.715666,0.249862,1.562404,0.509506,0.959144,-0.138413,-0.495953,0.355538,0.777374,-0.396274,0.107542,0.369153,1.917373,0.542909,V
0.70974,2.059093,1.772441,0.75489,1.050066,0.408182,0.515204,-0.632226,-0.058093,1.23783,0.145447,0.211979,0.155208,0.598647,0.436044,0.670282,V
0.356028,-1.379808,0.245685,-0.69772,1.400072,-0.760608,-0.237225,0.406173,-0.338981,-0.291197,-0.211678,-0.231974,-0.087901,0.159853,-0.039447,-0.489256,U
-0.808326,-0.039322,0.383598,0.096968,0.137624,-1.519393,-1.353912,-0.418337,-4.228743,-1.42624,-0.803337,-0.61778,-1.819879,0.932287,-0.7232,-0.102446,C
-0.064558,-1.227582,0.713595,-1.541109,0.046348,0.016859,0.079803,-0.831598,0.01217,0.015369,-0.935444,0.188243,-0.456143,-0.972276,0.577823,-2.511432,I
0.351254,1.076008,-0.670353,-0.060369,-0.670935,0.579708,-0.540906,-0.270249,-0.718883,-0.327101,-1.101114,-0.001664,0.657833,-1.552802,-0.20002,1.963865,B
1.016298,-0.27605,0.678716,-0.527271,-0.975611,2.552745,1.097086,1.025405,-0.497776,-0.212669,-0.204281,3.084034,0.85154,-0.368191,1.220738,1.085666,P
-0.543396,0.419386,-0.444228,0.38802,-0.507747,0.235548,-1.26686,0.188146,-1.856212,-0.764494,0.815672,-0.668294,-0.313336,0.516203,-0.629608,-0.487496,Q
-1.202602,-1.013661,1.460439,1.119927,1.077193,0.37185,1.103547,-0.610537,-0.984892,0.853094,0.306005,-0.323638,0.312546,0.362603,1.006709,0.882404,V
0.712879,-1.240543,0.243361,0.814918,-0.488558,-1.25493,0.227733,-0.852386,-0.677899,-0.253106,-0.675349,-0.240184,0.38903,0.974656,-0.344618,0.041323,G
-1.614721,-0.456542,-1.327768,-1.513576,-0.319461,-0.183906,1.386446,-0.320413,0.206667,0.470201,0.403729,0.558881,-0.348322,0.824404,0.686833,0.645348,F
1.162397,0.195346,-0.714065,-1.10892,-0.001209,-0.140654,0.624398,-0.036668,-1.128221,0.135106,-0.009785,-0.608438,0.384007,0.231232,-0.036353,0.507089,S
-1.72899,1.196457,-2.040657,-0.312332,0.527553,0.894456,0.079697,-1.364811,3.20713,0.025083,0.020503,-0.554964,-3.406828,-1.773161,0.094785,1.70625,A
-0.40173,1.727754,-0.772977,1.630501,-0.093547,-0.009898,1.513578,0.477749,-0.925259,-2.011739,1.209625,2.014633,-1.245458,-0.215468,1.156072,-0.434896,R
-2.090894,0.572357,1.793946,0.902741,-1.634711,1.271607,-0.69656,3.366584,-0.297152,-0.012336,-0.97351,-0.940473,0.972047,-1.911822,-0.578247,-1.488925,P
0.231703,-0.402853,2.565194,-1.123608,-2.977028,0.536542,-0.278482,-0.492894,-0.763104,-1.260487,1.026652,-0.918255,0.548349,-0.155692,-0.021208,1.57461,N
-0.40419,-0.783138,0.236683,0.478221,1.38394,1.664665,-1.408418,0.511782,0.86436,-1.185672,2.783522,-0.351526,-1.721832,-0.219291,-1.717819,0.767346,M
-0.29457,-0.068225,-0.104791,-0.239371,-0.011702,0.207276,-0.008854,0.332115,0.542698,-0.752391,-1.15545,-0.426947,0.216801,1.362211,0.869554,-1.640256,Q
0.697025,0.341672,0.992821,1.463006,-0.829906,-1.071431,0.229867,1.520559,0.838912,-0.098092,1.244736,-0.179942,-0.559929,-1.707043,-0.421673,0.3895,R
-0.232807,0.170354,-0.638516,-0.276282,0.743104,-0.617823,-0.40379,-0.24221,-0.160415,-1.60865,-0.128985,-0.150926,0.328288,0.44631,0.740872,-1.626897,O
0.919944,1.229768,0.60554,0.74039,1.061347,1.839793,0.71375,-0.422325,-1.547264,1.237382,-0.244012,-1.777434,0.137041,0.340813,1.066019,0.202501,Y
-1.44123,-2.233944,1.471868,0.691083,1.507606,-0.350535,0.861115,1.083086,0.103767,0.647495,0.643024,-0.658586,-0.745677,-0.964711,0.829777,-0.397864,W
0.109329,-0.15842,-0.119645,0.34457,1.621038,-0.939596,-0.683515,0.150005,1.900014,-1.288834,1.110087,-0.386333,-1.234874,-1.607316,0.348721,-0.960625,M
-5.796022,1.508207,-3.589097,0.132006,-0.814314,0.892328,1.905337,3.175013,-3.44566,2.175083,1.185461,-2.091907,-1.847981,0.308312,0.378046,-1.336866,Z
-1.112581,-0.076376,1.236597,0.977103,1.336032,0.542635,1.09736,0.06784,-0.534134,0.770632,0.022565,0.369064,-0.0108,0.365259,1.487663,0.256724,V
-0.560358,0.477507,-0.203937,-0.188245,0.771708,0.225222,-1.314297,0.315109,-1.94903,-0.970233,1.074728,-0.071735,-0.129546,-0.187084,-1.42317,-0.589006,O
0.337706,0.238187,0.462135,1.301997,-0.556568,-0.328352,0.489352,0.654714,1.015679,-0.880881,-0.459516,0.284928,1.117258,-1.057368,-0.890706,0.343322,M
0.514974,-0.424082,-0.230706,-0.184924,-0.439961,1.096933,-1.513158,0.186138,-0.200936,-0.165064,0.751484,1.155309,1.198597,-0.432162,-1.627044,0.608701,D
-1.49058,-1.706778,-0.029295,-1.240146,-0.681043,1.036831,2.015929,-0.865679,-0.2584,-1.56297,0.725907,1.091164,0.046359,0.398933,0.392019,1.428139,P
0.992762,-1.023863,0.587664,-1.997948,0.162675,-0.119581,0.209608,-0.580599,0.220926,-0.117763,-0.584169,0.509675,-0.243785,-0.390455,0.916781,-1.377316,I
0.400019,0.965995,-0.163535,0.298359,-0.342253,1.474591,-2.1661,0.639887,-0.158063,-0.094498,-0.184869,1.590022,0.121801,-0.17361,0.140066,2.037425,N
0.044036,2.339281,0.869296,-0.220424,-0.897692,0.861383,-1.315632,-0.277398,0.685539,-0.976183,-1.179044,2.248146,-0.314038,-1.741588,0.562075,1.528414,R
-0.390358,1.131275,0.387555,-0.031296,0.23487,-0.339232,-0.257869,1.431761,0.864717,-1.117487,-1.071934,0.190181,0.609458,0.713429,0.083019,1.248046,M
0.764851,0.079495,-0.123229,1.455923,-2.403177,0.435749,-0.345081,0.823218,-1.234003,0.810341,0.801941,-0.715268,-1.586445,0.221643,1.584175,-0.816109,A
1.482192,0.715079,-1.045106,-0.517184,-1.76926,0.855163,0.067656,-0.711866,0.11833,-0.345779,-0.846312,-1.301406,-1.944767,0.832984,1.15827,0.065057,A
-2.014841,-0.164021,-1.608858,-0.117442,-1.157809,0.981998,0.653855,-2.650058,1.290558,-0.653933,-0.413797,-0.590163,0.034063,-0.981666,1.256403,1.015858,G
-0.433576,0.271952,1.329972,-1.237486,0.090355,-0.15536,-2.111229,0.916037,2.158581,-0.40617,0.855402,-0.515831,0.913589,-0.434591,-0.854664,-0.553174,M
-1.656867,-0.094693,0.170705,0.150934,1.562494,1.583882,-2.11846,1.530698,0.778081,-1.340142,2.216999,-0.330427,-1.73122,-1.098337,-1.298606,-2.020935,M
-0.688924,-1.56801,0.167758,-0.403242,1.462131,-0.737571,-0.237202,0.272694,-0.520434,-0.037132,-0.012753,-0.062622,-0.239135,0.040428,0.187578,-0.83276,U
0.062941,0.370662,-1.589846,0.409183,-0.418834,0.339248,0.359416,0.755747,0.292758,0.558495,-0.183329,0.670392,0.77746,0.112532,-1.041226,0.258627,S
1.025258,0.926484,-0.651611,0.580594,0.72592,-0.316992,-0.546012,0.008139,-1.121532,-0.965972,0.000897,-0.571325,0.102325,-0.262808,0.212196,-0.382863,G
-0.294421,1.518024,-1.461316,0.314483,0.142887,-0.341444,-0.327014,0.553074,-0.416236,-0.727284,1.179084,-0.158505,-0.124437,-1.120369,0.760764,-1.041978,R
-0.78796,-0.679838,-1.825299,-0.096207,-0.196153,-0.533921,1.69011,-1.019311,1.299665,0.613988,-1.509048,-0.668123,-2.657369,0.48192,-0.403147,-0.144025,L
0.721238,-0.438543,0.48035,0.35592,-0.638633,0.923881,0.064826,-0.682652,1.237355,1.258528,0.111875,0.663697,-0.091079,0.898571,-0.580401,-2.280752,I
-1.038735,0.194645,0.869009,-0.558445,-1.135965,1.574304,-0.683581,-0.105817,1.188592,-0.944342,-0.038266,1.182823,1.319324,-1.725228,-0.988213,-0.34194,D
-0.650649,0.343371,0.430894,1.098713,0.255812,-3.313388,-0.877293,0.942865,-3.728444,0.159291,-0.378834,1.115395,-2.127977,0.749059,-1.08227,-0.78628,E
0.780955,-1.383741,0.772151,-0.388594,0.154267,1.144695,0.53767,2.048352,-0.776859,1.121287,0.482761,1.643095,0.157963,0.064007,0.274946,0.675349,F
-0.169517,-0.032314,0.853472,-1.856612,-1.568368,1.101564,-0.663803,-0.910918,-0.291076,0.520662,-0.760512,0.314204,-1.186639,-0.33408,0.434759,-1.055763,J
-1.731598,-1.179669,-0.046813,-0.661495,1.179981,0.177548,-0.138587,0.162114,-1.473084,1.509005,-0.690392,-0.798728,1.582068,0.814842,1.083448,0.625126,Y
1.016788,-0.796938,1.239255,0.472085,-1.052296,-1.912428,1.086345,1.424127,0.7791,1.25215,-0.595049,-1.4038,0.914564,1.653408,-1.112953,-0.453956,L
0.920851,-1.356352,-0.625768,-1.384026,-0.005596,1.845811,-0.784279,-0.241244,0.185223,0.092501,-2.077004,-1.100145,-3.392046,1.117332,-2.389628,-0.680245,J
-0.12813,1.30848,-0.672999,0.35567,0.581713,0.661768,-0.74083,-0.371939,0.304934,-0.614315,-0.810939,0.363702,0.556134,0.335801,-0.014461,0.0845,Q
0.024688,-1.029057,0.891394,-2.080375,-0.634934,0.583165,-0.067617,-0.607395,-0.337526,1.33832,-0.198781,0.769532,-0.229453,-1.228342,0.01092,-0.952331,I
0.742641,-0.159546,0.05617,-1.678225,-0.859977,1.003377,0.508622,0.254003,-1.934889,-0.4592,1.555102,0.612471,-0.178171,-2.012179,0.928957,2.037916,P
0.626882,-0.05436,-0.281252,-0.623022,-0.651607,-0.660329,0.337789,1.815359,1.468737,-0.031635,0.754662,-0.314398,1.02849,0.134886,-0.95504,-0.090965,D
